id, latitude, longitude, name, picture
36655602a17f471db7e2e38c9327b811.16, 23.448701, 120.136523,  壁畫,  http://lh3.googleusercontent.com/8Si7DjJ4s_sl7l4M4oFXgRj2odNuaFeE37M3WbB4S9dnqafg-uCAOdhyhBzSGUIArACRfiLLfC_PtIZ69Bs6T-gOGjM
6e5b8a24ae8b4bfe8f586dd083fd6cc2.16, 23.448517, 120.136303,  風向儀,  http://lh3.googleusercontent.com/e1ZlOD-Uy3kRqr7YJegYbiiS5xEg5KTdM9KxvgkSmQVuiv6lWBrkqAmt8WXiyL_XbOM-GRSxzelxeJ0VB4P0dJIgD57Q
0303e805de494fe1b3ff628fddf11ef2.16, 23.448956, 120.136269,  風向牌,  http://lh3.googleusercontent.com/_ivjUc_DeU2-hj01hBMVmAcG-LVsnM82w6iDcYmP85IWwdhiaeH6lQT_dChSLVEjnVbnCbULEf6Y6CIMxXh1hsP4icA-
08f94cf98f124817846dec361d99b442.16, 23.449341, 120.135891,  鯨魚噴水池,  http://lh3.googleusercontent.com/5FQmE1h0T_hqaokZA_nuLeXqJJt-4zRg98FayJ6z9WQ37St35Olt-OINJeMTWKY6RHg_MTgu3wQm25k9f94mVktoT7w
ba953173f10e471d8cc67b5589aa57e7.16, 23.448707, 120.136042,  碉堡,  http://lh3.googleusercontent.com/Pnkg9DSGu_LZOx7IlOreipYp3DNMEH9EDXKIV0pvJAX9eu5WfIhCzFBkr3-4oFGp4VdK3jA_uvxNA3TwmAX9J2BPl-D4
8c4e3aaf0aa74524be6e8e0a0af48954.16, 23.448539, 120.13673,  壁畫,  http://lh3.googleusercontent.com/o2Z2zZAIP_57cQg3X2xaeuviXSdFUUDlQ-oMbF4rFzOhXWZyXaFggbagNZlaGCL0mq_dRn7NutMVI1B7UcPbvBaO42zP
26dd618470744ed0ba71c7c261093cd4.16, 23.449128, 120.136146,  烏龜戲水溜滑梯,  http://lh3.googleusercontent.com/4S_singwm98fbesLK5lfBwLAccvuQA9uEmwGTuSu_dtOMPZOxopfSRw65myOrFUI_D8VOmhvlCUClLwQKJi8dAUuuA
50097fe8777d4ae78d201be5286b4260.16, 23.448489, 120.135951,  噴泉,  http://lh3.googleusercontent.com/2FbagdRmxBDkwylwTd6h8q_T0aXlM449jfBI7yNjEUk3AnHSCUdvgN-5y2rRroaNw0EzzUsBdhGfulwWi7vqP7ataHI
cecab7a7619c449d98b79617715d6ad2.16, 23.449096, 120.137991,  東石漁港綠燈塔,  http://lh3.googleusercontent.com/lKwZ-1N1V6WK3GDBnmDoXSN5PnX-vqAiEADLoB-N7pJhSm7syYaqggsWb0sJOMf3kgcr7f70VvgOm06qTujpQj2PlCg
e63c795aaa5541ad924b0a496932b23b.16, 23.449805, 120.1359,  魚兒們,  http://lh3.googleusercontent.com/nr1q6a0Zzn0Oy_2LhSBXHTCom7vfeBCE8O4uC-kAB8rEgVhUTmyA1m-C4WFT4nnA0wCmxDUzDsb2rTnw-BxvTN1cnN0
2dcdc9e0506f48eb9bd45b25259bf893.16, 23.448247, 120.136018,  漁夫很忙,  http://lh3.googleusercontent.com/Rjbx899QToEw6h3HhUb23NrhAb6BfsjfbkUOIq1NnaX4DWTZWwfudstvmuyVT5u7Z6Az1Wer_gedbmDp1Rx6xUgaayoY
b06e8abe9b7b425d916c126a611be691.16, 23.452325, 120.137633,  展示中心,  http://lh3.googleusercontent.com/SPqdvkiZcab2Mvu8Jh4-vmLZ1bS97k0Qjd58cCcnxX3e-jLhg49wKa7zg52OUhq3SV8vpCssMP6Mn4EOxalq5gwD1w
dc432d45eec848f68c2c57f4145e8f17.16, 23.451908, 120.136388,  東石漁人碼頭,  http://lh3.googleusercontent.com/CPODwyD9txUHOBVBoyhXrydfgMnWSXus1YWs8h_5z8Ql4rBqPiNJTQV_u0o3AHHFqtm4H-9tFMwl17SXMw16CMrUDMc
fa100ed54e634be0a25f853041fc6a7d.16, 23.45301, 120.137017,  東石碼頭公園,  http://lh3.googleusercontent.com/n7ap-cVCz5KPnwDBGRhzg_-Gl83ORDCQSknZhVbf511gVTX3J4-wqzdI4BdlnkzEx1VwsmbqxTV9838D0r_c_-MNgIhT
6d2d1440e4b04825998b1ec21c859666.16, 23.451401, 120.137347,  滿載而歸,  http://lh3.googleusercontent.com/nH3nvbJ1L9Ib2f2k0rSGG2aTtqEfqTd4_DGUiMkut8Z5kTdzP6wrIRYR1ixGhm4BjjqGRLbWFqUpEK39llXKKs8PkJM
75cb3a892d144d4e8399402f795f5c9e.16, 23.453669, 120.138301,  東石園區,  http://lh3.googleusercontent.com/0EJiZheKVat-TBaUsnfuYyjz4YQyHvzNG9THOp02N1ZoBw-kLzirsmJHJjtkn6bpv3z0t8LeCUNlr6uZ1u9wmnUj8Q
490ffaaaa62d4222a0722504f9c87a4d.16, 23.453056, 120.138263,  嘉義漁會東石魚市場,  http://lh3.googleusercontent.com/eDFrOnMafISRnh2Rm7-ak1T7YHG5psKbWghURKxBw5NKhAUWRqGEIYvsPgZvk6Rz9VBKz1PUQCohoTKbtB8BV9ZRdqk
b12c8b2cd82246ca88e8512aa45dd83b.16, 23.453238, 120.138432,  西營,  http://lh3.googleusercontent.com/pJv5yWZn4mYFQBHpnrAvlb2k6JUW0uFWQoDc_uxAxwbH7XuOoiUsm-ZP3ylYeqjZfqzSjlfLqqDAuF3ffct34d9vBwKP
0cc688b4b7e04b428061656b705371c1.16, 23.449571, 120.135714,  雙心,  http://lh3.googleusercontent.com/xZV3_X6-3_Y6R9iqbFPu7JBmSon5p6lcwakbkrCRiitS38q8Lv7uYM2MnT4a_TaKlxGnCxdK9ZH3CVVIVeUfsmewen4
aac3c980aa2c4b9ab2fa938b1328b332.16, 23.448625, 120.13557,  亭,  http://lh3.googleusercontent.com/Mrc_z7kA8q3AfPQID0IMLADJacrbj1edftF5zul8YualGldNFlq9DlCD4GlvhLQdr8BBEVuA_4pgdDEuSowH-QccGp9m
f21d9f2f72a14d90ae3f977b1f5507ba.16, 23.449199, 120.135454,  自己人 火雞,  http://lh3.googleusercontent.com/yxmwLIVQaiUn_7vwGEQYxtxD_N95r7If_kB-CeM1_GEpHr27X47zxwyhzITABxG1v4_31SFV0X0Xzu4xorjKhIr8gA
d4ea6746b6b34c948b6ba256fe7e63c7.16, 23.449082, 120.135246,  眼鏡蛇,  http://lh3.googleusercontent.com/1M6Cofd3wdxveNfTm-vpEzmxdcE2FaqpJdTO4ht792iFcTD2nUO5fwSxZAg93840Or38rDX2aR4gxjGxqmS9XjPyNFs
73a657b86e9e43969fcc12369a5a0692.16, 23.450421, 120.134156,  介紹牌,  http://lh3.googleusercontent.com/xt3rD13QZqPYFF1I6hU9MbQVnfYlmztNwB5wwSctYvE21iucrHxXrT9NAERpBrlXch0qvEdTSAjjHm30kqVj_itidQ
e7ef4883a16240f7848bb2e977cfdce7.16, 23.449695, 120.135098,  親水沙洲,  http://lh3.googleusercontent.com/7ZRNC3E3nnRInoeWQjov4wzQv7vdExNsQhZiXUdJgH6iPOxNwUZd9xBpxsEtooUHBWvLGQRNNSv4D1AGgOCAj83cr_Y-
211a6545e07c47fcb477edec526694f1.16, 23.450739, 120.134457,  視障導覽圖,  http://lh3.googleusercontent.com/1Cq1V2Ku7jA5UBHIjoJ6_asqZSGnnTD8o7OIYwEYFlRf5bSt-uVcBWjuEdSt8b6roSVzC7Zj0mVd-FJj1sckbRPw5Q
3308e5c1d04944be97ebf17d4ed00274.16, 23.449355, 120.135101,  親水沙洲,  http://lh3.googleusercontent.com/ZIpz0nvR5lN0ep9hFzdyxTYf7-820j7xfTwgMPtYTn0SDtzxruQnEgVXhQNvP85NY6jyyx1YrtgSpJyMKN3Zu6_bSNc3
bea4c32da60f423fa9a1e9c5815d1f1e.16, 23.448819, 120.13549,  雙心,  http://lh3.googleusercontent.com/0YR-6kKa83LSNK7Fpu86NOEbb-dzdTts8-bWjRwk6dGkFwfIBD66_bzr1HxD_GUJgRvfToOi2g2S6SOMRj5PNeD-U9UK
d1acfd3110894e8c9fbb2dc5ed9aedfd.16, 23.448351, 120.135791,  水池,  http://lh3.googleusercontent.com/4j6mvfJLThG1MsvBeIjuQevyUrh8GycOrird1UokkiVElqNSwQZjJoyMuu6Nc7U0kktBa7Wl6p1CPlGev4_2ZwkjB-c
11fd684b3890465e908c9610e5916210.16, 23.450554, 120.134356,  自己人 龍圖騰,  http://lh3.googleusercontent.com/4QVTfHF9r8t9_3Hhi9jet_wPt9rhUDz3HDsyIqH7tSqlNNEseaO9fu87Sm9DWEhEP8DaggThIM94FzsQ8Cs2xxt9t7o-
05fbd6be851d4dbab37bf746b950dcd6.16, 23.450598, 120.134808,  農夫,  http://lh3.googleusercontent.com/OfyJvW8AyfhCGELAE5_LO873SlYPu06ePXDyWoOd8iCS_QTBtnmBtlrOZkcgEjyzySsSBxj0LcJ8vNaHop99d8zee6I
bbb9ee6ac9174e1c8190b633fcef3f54.16, 23.449406, 120.135525,  一串心,  http://lh3.googleusercontent.com/qoD9bmPD2tT039UKibdGijyIXAIsqj7XmotRbVW00pdI1LvcX-dqEXKI9fs3hjDY0ohQoh0HEUaePUj4FUL3fHf13w
297036b346eb46f3a3f05657d8f86a0c.16, 23.448474, 120.13542,  東石海洋壁畫,  http://lh3.googleusercontent.com/2G8ZZRyaimCD0Nw6NW-YchU-uu6Bwsw7uX_zplICQYB1b0hTKigFz9Ob4rcWhjtwNKO7gCTvJ1Fsg9_jgWgHDob26eg
08f6b886e1884e92bbbe9e24487f840e.16, 23.450801, 120.134208,  東石漁人碼頭,  http://lh3.googleusercontent.com/HQTBt8N8xWKbAcSbP5nIN8EVH1UXbAbIO1OtT-pgM8i6ncbJK5-KZNjjSikMDOdKCXgHPC8634OX6sq8UVLHjMSwbdY
99a013be5c3d48c9a73ce789e719a8a3.16, 23.450058, 120.135019,  農夫,  http://lh3.googleusercontent.com/zsysvheNibLZ1WWrAptX5FjdXG1bNR3iiKngxH5ifXd6pHDloeKmPF8Wk3KNfGkZSfEomXiomoAqom21PLGZ0RLfq7Y
98dee41badc64c2a8b6027db3e5bb28d.16, 23.449643, 120.134851,  地圖,  http://lh3.googleusercontent.com/T1SK4zgVPPslwxLGrrB-bpnoP-fu_APi8JlvhCuYlKcc-ZuawZmssvyY-yCaodLdv1vaTSCY_ozmnyLw9jErMJYhmA
7bf699a28e7b4f4da2274e9dfa66942f.16, 23.448591, 120.13515,  採收壁畫,  http://lh3.googleusercontent.com/cQ6-7nHzHkluQw64DAbK76Vdxpl-085Jgus_kotqJFWkCXUjFfRlnAvSOOueBrYcUneKg7WiFikhrP-MnWIX2qOGL3Q
9ec816f373d042d797701bb0fc297850.16, 23.451017, 120.134542,  磚畫,  http://lh3.googleusercontent.com/LWX_X02XXDIH7d0-B2MUN1PH_hoyOvDJyNbuNnFkjeJjVXDpcG2HwuQv6bOUCnTzi-J7DPUpOEtlde3nfLU15jbP-Hcl
f1b13778a4c44c30905118c8f3c22f9a.16, 23.451385, 120.134316,  觀光導覽圖,  http://lh3.googleusercontent.com/xldge50CiprxG1JFlJCSg1dTq01OB3LBq1Yfw_ABAGAVREpZLGm_8ZrtOcnMZ3zwZj7b_U1S8MoBH-LWKHJ0RV6nQzmk
29a33e5916854ad0a633cee175dbbfed.16, 23.451281, 120.134955,  東石漁人碼頭,  http://lh3.googleusercontent.com/kE8-XaKHKOTwW6GAJ4-N46zlICwn5fL_UQV840LQT2Wr2Zn_Kv_1PQ74pKwuC2weaxS5X2xKmdFv8CEQ0af7Imj2f0T8
a5f7863490cc4a4fbb08d88b9600bcae.16, 23.451439, 120.135719,  漁人碼頭雕像,  http://lh3.googleusercontent.com/-Tf1ncfL2mxJGuXo0Iv-3S42l7BbYg1Y9D_q-DkVqJBAspW3qEMLJwJS6b-my_Ea73GAfogaTwzPVfSZjNZNPbpAbg
ffdd392262b64476905eb3754f0f2afa.16, 23.451121, 120.135267,  東石漁人碼頭石碑,  http://lh3.googleusercontent.com/oXaYfJBNaN3Vinw0_DU32I2YcqoQqId3-qL5fU2irc7iLFVix1k6JTs3imQ8pH3l-FeiJxwakl0U2rle0MXdUV3LrQ
b70172ad3d8247ada90d8ea4aed7847f.16, 23.451055, 120.134512,  紅色的羊,  http://lh3.googleusercontent.com/x83NQF_EolYJh8DcHvAesFczVu7gtPzSp5PTcBpzzLcMpY3gzC8izbHYDBWPHjHCLHsz3jhUHDdhN98zcwBBHk1eng
f4b7fc9e3bfa4a74a7514e1df6fee83b.16, 23.448023, 120.135663,  壁畫,  http://lh3.googleusercontent.com/amu7KB2dwurX3O2OKgX4RskIXt67fSo_XnINf2neTftD2NCpqUzW5BT2WIP1vR6i8tvJhJECQnNWEfgVVkTKgG-kIpY
61cf7d543ac04707b19a13f9cbd1836f.16, 23.338427, 120.138475,  蓮池鯉魚游,  http://lh3.googleusercontent.com/psSsusT4BOzaIYAuMVDEc8t1_aQNJ6s1EifzOjJH3sc9CHTcTWz8x_0WIbjBEaR3nyZsQgRSjbUzVU0iva6_9_ljYh0
480acbb262b64f4eaa38437f1236de72.16, 23.338012, 120.137785,  互助互愛,  http://lh3.googleusercontent.com/-iKpNj7_Ea2ofXWoV4x4fDV6uic4bsJU21q5DGiABh9Qk3ZpNpSGLVJaiKR6RzVf5EUpNtHCWa8U-yFgQT_TKoFRqrJ3ig1UZ64nXhkJeQ
e8a7aec50b3d38208218fec98aaa492a.16, 23.339404, 120.138672,  好美里蔡姓宗祠,  http://lh3.googleusercontent.com/nJk8alcRXrAzOpcFMoQZmhIl_jnY1gk5QN2rU-ADSwbo0bmvlTtYT7GGQjWlDqpgmQP2oj2qZB6MRDUdGgPEXxNS-ZRO-AKW1G0Y4mFL
3c3ac82c76134f50a4d93ee43ebbe5ba.16, 23.337936, 120.138635,  水中貓,  http://lh3.googleusercontent.com/coZqIYFr3cfcmZlznd1Ifma6cAsHYd-ZV45lYIlTsoUEPGK23bxy0RXC5Cm_g1rhxw8N0jeo9dPAiEbiGytYs00Ran8
5f7ecf87a5904a428588caa6fb75e094.16, 23.33756, 120.138053,  破洞的海底宮殿,  http://lh3.googleusercontent.com/q0IFUuJhuhfm1klQEPZ7ku5TVtHLmAjt2J9W7ecnejUPj2V85Hmy9rzhOeMycSuwmHv1-TeHyxMB-56kTjzDzYIINkE
f230aee3f823463db14b0d1fcb5568b2.16, 23.339077, 120.13838,  好美里3D彩繪村,  http://lh3.googleusercontent.com/mkvAQUzRK-8_6CJATxU-ht5Og1TulkUUCdFpLWHQ4H6Z0H1lV3J9BewCStjxlrt_Fo4K9iM-OjY47BdLCpsRp1KMMCI
5cce2aa5c06745839e1b7d42aa1edd74.16, 23.338242, 120.137663,  太聖宮金爐,  http://lh3.googleusercontent.com/y5XkG7o6wNim_QrTE68ijXdN_VnMmuku9N3MD_lMH3AVOK2hzqJzL8JaddoKVau003QWGfMC73KJ3YSIs-uiE5518Q
edc3ba186a2e4d7ba4bbc888b1fb3ce3.16, 23.338607, 120.13783,  食人魚彩繪,  http://lh3.googleusercontent.com/Sge9rhH-DxippnBUFkjhxSvqqX5j_7Fj-VDuS_U01jSFNAwT9FuP-A3XDX9aRG6Ea0HdoYPddsBajkI6zM-GnRK8CqCUjs0jtYbctxYMDw
3c37ba66a6f944d2888d64e6800f7c49.16, 23.337378, 120.138502,  畫中畫海底世界,  http://lh3.googleusercontent.com/Q1MfUN2_lq4fuSQpy20YFdS3ihAYTjaP5x7xpsg0Yl6VPk-twJcukiVNAu467nfwW001avyAlZdDJM3MwLDQe5xFIGo
9272f2eb29a148b8a9a2d541924f88c2.16, 23.338161, 120.136677,  太聖宮中營,  http://lh3.googleusercontent.com/GY-tGqP0MczkIjeaGhD4QQ4YpiMeN3eJrbdWrbKv15bS3dmuNfN5WTU2DaeoSHZ1-fGXEEQPe4TGanzemItoITkI9w
f486d56eb0f045968f4feedd3d8481c1.16, 23.337794, 120.138382,  好美里太子宮香爐,  http://lh3.googleusercontent.com/vjmLySOcYbus1ZwzaI_5zS3uhU5v4CslCOiN4cPUtbNl6BTGFCrwzv7PcI9DwWrIpITV-qmWFqy4vC6lxjbwAsvbKg
87a6c94eb2ab4400bf1196f44e67a676.16, 23.339127, 120.138653,  破牆鯊戮,  http://lh3.googleusercontent.com/pbW9eaIBbh_cYts5eD5gWpmThdrh49FGQRaOW9PM1wDKU1u4evXmTvHCiFLjtMmA8ZtHVYu4mlyCfqkEMPNufxuRAg
a4798b95e1994f3681123c579ddaa97d.16, 23.338215, 120.13808,  海洋世界彩繪,  http://lh3.googleusercontent.com/aJGFu9cyYBJwTD_dM5gERbLrJUdYIkE7I8IRPGfAlSBd5sSGvnTtu3pNTRut5rPijmrfQ87yJutX64bpbZIOzQG1hIQ
664fe0fe89984929b9a9ef2fc850e73a.16, 23.339231, 120.138506,  金陵府,  http://lh3.googleusercontent.com/GdDGaB3nPJgWOvEQwd5u4eam49UoVQvGEHfl-Z_y2PlxHiw-aRETSNswzUiIPcN18t2akIc0KDWR03c-DmVAcHed7Ag
45db8e254c8948f585ef1b4498c4a632.16, 23.338423, 120.138083,  太聖宮,  http://lh3.googleusercontent.com/JafOK2xoXCn3baKltXk8Gz_kRVJtwkAzSqVICsYzIiGraJtGBRNQf11giia4j2v3nMz524vAk1XtbuKYmz5GdK0OBbg
b2dea732797144909267f450d9214c08.16, 23.340489, 120.137751,  太聖宮北營,  http://lh3.googleusercontent.com/zP313goN_JYR0ZKWrK4kcfmBeykqtPC0KHE9v-zlFm56Ba1iFahrEYQiRwiGdNIuJEc5dO1uWNvdUTlii9wGq09gd4Vp
ede334f7f33c41fd8556692cb677a2a7.16, 23.336065, 120.13824,  太聖宮中營,  http://lh3.googleusercontent.com/FRK5TwLN9z_ml3T1grOy4Z3J_mvhsvY0FlD_tXgAGFv51Uc89ybtz4iQbai_3XpPH2s7gh3_l1xtHgUig0sDuVq9i8UTh0UNx2leHzjW
d636e468a5ba45caaa326c9dca9c8e7f.16, 23.336017, 120.137681,  跳躍的魚,  http://lh3.googleusercontent.com/BtvYt4TWhg9LqI3xWH5P9jKmC_5ziqaNlPfBva80llWg4aVctXwWQj_4YO0QGiAA7u0915dlX7srdowk7CA9xle-ZDML
229229d95e443fa3a06a8eb395a8cac6.16, 23.335419, 120.137673,  游元帥廟金爐,  http://lh3.googleusercontent.com/JH11z7UhpN3P52XeYwNaMa5BwML6I_useIHo63KE8UGv__SYZu1I3GkYuAkSWXz93LL03pPS19yYb_Z7XACUs1pVS__xbflBZlRlTWg
a9fad30eb0054535b9a4775e0dc21a66.16, 23.335858, 120.138149,  大眾爺廟牌樓,  http://lh3.googleusercontent.com/kc1-swDvb-tiejd_5DqGZ8ahmgDrP5E_t_FZoSqe6Nldvq5HL4BVc_9R9f1JdD1rUJnPTZxXPAZGfz6pBHDrKWZ50GW5qXf6cjDwsr4
a10b95a3dab042c683fb6f52f18e89cc.16, 23.335662, 120.138048,  好美里大眾爺廟,  http://lh3.googleusercontent.com/VE9bIayH600XJj9DgAyw25sq-CJaEtajdKFAfyZex6WHuUod1M3sm6wIFSjEd-jLMqWwIEWCQb4CahPfR-FtAE8gI1tSzbQDQChFHz5Umw
fea0675eee4344eba533528b18d3332f.16, 23.319969, 120.137138,  八掌溪北馬堤防斷面樁,  http://lh3.googleusercontent.com/CuHWsEOaXXNqqQdV-aKkE3ME6VMKUCiOsxK87XNRJQNVf2CaYTbqwH85hTV5wM3Q80IsY5jQ9Y6dyN18AZe5Olk6odA
faf9a1ca01664ea9906fcdcd36ac660e.16, 23.299554, 120.127996,  雙春龍佛宮,  http://lh3.googleusercontent.com/VEZ4fDZHQpcWnFRtAmsb-cAwIwkolXisECirEritOqx3a9Ryipcyv_zUL9F_PooUTl5qgcLlNYn8CIDvh2MpeBdvaA
530e576636764691ac1d9e19899e2112.16, 23.300734, 120.130905,  雙春村漁民活動中心,  http://lh3.googleusercontent.com/4gd7dNQikwxav62qKC4FeCMz2aVLzohbPoo1FVviB4ZO8eva8fesVNgBqQDxTyY35u2XuHrohC4qRicFnfH2qHQV5mM
9cb43c9c04c24847b332a5f3f90ee308.16, 23.288925, 120.135447,  女媽娘娘,  http://lh3.googleusercontent.com/FGuYq7dAaYwPDZ9uYpIa3jzuSi50gyDRgMoZ-ah41AqE5EmnrRmLWyEiFl3VR_ixaDsqF9zgl-YaLVg_pHOU2rARVYE6fBmAW16TcMeEyg
28ab563274a14427abbfebe3e16da6c9.16, 23.510904, 120.139789,  平地造林解說牌D2,  http://lh3.googleusercontent.com/rFelvoiOPZCWwiSK3FEQc3EK3PCNqFZJmU4E-ZrUSFY9A-xXJavD5rVRQLDuL4tkk85NlLsBj9tZqY9gl-X4yB2c2glm
4b11ac634d4140c69480e92ecd8718f9.16, 23.507668, 120.148142,  熬鼓濕地園區入口處,  http://lh3.googleusercontent.com/oBzxnhUhFxfKJPmiJz5SjI1bBCkbMjjW7MCotvvjT0Dy-ikbf5dKQ_TfdDsOFqbysn7Vszq4R8NuYezzQsf8VmzuzQ
b49cbf3becd2481cbaefa4ea2abb66c4.16, 23.507629, 120.147847,  鰲鼓濕地森林園區地標,  http://lh3.googleusercontent.com/nUY-cb7jhGr_7Ori2uCAtqQ-sir_7NH8OE0sWPDLLn6nJrb9J-RzgLlng_-kM5RY-8sFmoWoUgJN4XETdsKHMmrBOQo
0e2adaad5eee4cc2bb9aa8416956a1f8.16, 23.507912, 120.147941,  白鷺標誌休息庭,  http://lh3.googleusercontent.com/HeeeNGQ64kVGISsQNcj9wRbvPpvlKvsZAq71UajcwgRRLZRrVeMs9xfIeadWm23FMbuPT4YRfFjA-o4UhKnLgO3RV0o
788d48aa94a2441fbc0f2f5dd254c5ff.16, 23.507305, 120.147836,  白鷺鷥,  http://lh3.googleusercontent.com/RjdVULKbDpMiK89bWesaz7Ek7r6tC-8qZ8v1CtaOFfyOY5ZfFGYkbbeLiWwjJpF1q39ZXRi2FSfIdmWCL8Wq82LVcf4O
d7a6155aace046b39bf2723d2864b87d.16, 23.501047, 120.148079,  Wetland Functions and Values ,  http://lh3.googleusercontent.com/HPdkN6W3rsTt3y6AMATCSjStXplKk9X_UgezXompAmbXOB4-C0TusNvkxj12yBrRYICO-WmqhOk7LOPUlM0I5BUt-Q
5d982c98ceed49aaae1ac007bae692d4.16, 23.505423, 120.147891,  鳥類立牌,  http://lh3.googleusercontent.com/LK0b8iij78HNB6k21yLj6UsVQbMUcdiodedSAIsfhemVVrkVdZ9QoOtO1fDsCkkK2O1utp_9Et2OOSnYjzHyMivwbQHL
6ec48554be7e4ca380e9284d77199255.16, 23.501763, 120.149063,  涼亭,  http://lh3.googleusercontent.com/NHn71wufglIXcSEvkrcm43B_9YPGaoFs5eWbgr-leXi-xVuaWQXyUJYRtcojYer9zBG9H3b6CI9HWM5F_isCv0oHIrIx
92fc38cf06fb47fbae1e8f78e00c9bac.16, 23.503197, 120.147866,  水鴨,  http://lh3.googleusercontent.com/G5b7NzfFkN9Xcf88jYkauVCGlmlhKeNYPlrGFBkHn1lUr7iG9w0lRtnu_-jjbk0EtDmT6QrOJut6910elBuoty8H5w
8e0639a5648e43edbc76e9c24a545722.16, 23.503096, 120.14786,  夜鷺,  http://lh3.googleusercontent.com/uAnmZgh1F-fKogoMpG7THS9IaWg6oVb2YpsEM7qOyR5RrGwhMMtIoOCixbUQ7U1qb6haif4ycGt7i_uJm0pZFtofkRs
d8f27b4654be433180a785f7a7d623e1.16, 23.499498, 120.149695,  珠頸斑鳩,  http://lh3.googleusercontent.com/gMJtp6jpEuho76-aShc7voP6O1tCxMxUGooozpGS_8WCsFT70hacthWaWeo83afX8U-On_TIJV-qrrngHPaKuRiXKA0
311d22f8945d47328a6aa1f17777f604.16, 23.468626, 120.144426,  保安宮南營,  http://lh3.googleusercontent.com/wPvc-XOIEYz-dPTfy7hX7PbmuxIqR542CNT7ZQ4gqAIzwaZF0AXyQXWDcTn40zlRVgByR8tvNzNLMAESTrBucNFUfg
b8bc12b392e242c8b5ac0972e9276354.16, 23.46899, 120.144301,  養蚵解說告示牌,  http://lh3.googleusercontent.com/t-CX-7s4fHN3N2JwVGHv0jF6OklXzK0IS8kdvmc0pa5X48sQ6sxrgA9nPa9rz9NtbLwg7sTg_9vWbboR34QtVL5WW7E
cd02d43d925e4281a070fed6ce0478d1.16, 23.469281, 120.144448,  東善爺,  http://lh3.googleusercontent.com/vaQJfHK53rvElL29VD5HaO99n-z4yntd1aCWLaE2Z0dcLL6zGnjAV57WxWkB5UXLAA8_knNNdIcKmD27OoNUp7ZFwDJk
